"year","month","day","load"
2017,11,5,17161
2017,11,5,17022
2017,11,5,16973
2017,11,5,16925
2017,11,5,17017
2017,11,5,17634
2017,11,5,18843
2017,11,5,19306
2017,11,5,19158
2017,11,5,18744
2017,11,5,18178
2017,11,5,17939
2017,11,5,16774
2017,11,6,15823
2017,11,6,15245
2017,11,6,14917
2017,11,6,14769
2017,11,6,14793
2017,11,6,15071
2017,11,6,15858
2017,11,6,17574
2017,11,6,18287
2017,11,6,19286
2017,11,6,19565
2017,11,6,19731
2017,11,6,19555
2017,11,6,19451
2017,11,6,19633
2017,11,6,19584
2017,11,6,19736
2017,11,6,20312
2017,11,6,20551
2017,11,6,20187
2017,11,6,19681
2017,11,6,19333
2017,11,6,18635
2017,11,6,17498
2017,11,7,16586
2017,11,7,15894
2017,11,7,15398
2017,11,7,15149
2017,11,7,15151
2017,11,7,15527
2017,11,7,16286
2017,11,7,17647
2017,11,7,18410
2017,11,7,19433
2017,11,7,19616
2017,11,7,19934
2017,11,7,19538
2017,11,7,19752
2017,11,7,19930
2017,11,7,19980
2017,11,7,20090
2017,11,7,20539
2017,11,7,20787
2017,11,7,20377
2017,11,7,19814
2017,11,7,19431
2017,11,7,18805
2017,11,7,17884
2017,11,8,17016
2017,11,8,15945
2017,11,8,15685
2017,11,8,15503
2017,11,8,15478
2017,11,8,15665
2017,11,8,16477
2017,11,8,18036
2017,11,8,18673
2017,11,8,19537
2017,11,8,19933
2017,11,8,20017
2017,11,8,19784
2017,11,8,19760
2017,11,8,19920
2017,11,8,19962
2017,11,8,20230
2017,11,8,20688
2017,11,8,20792
2017,11,8,20368
2017,11,8,19769
2017,11,8,19410
2017,11,8,18871
2017,11,8,17679
2017,11,9,17003
2017,11,9,16300
2017,11,9,15720
2017,11,9,15548
2017,11,9,15540
2017,11,9,15869
2017,11,9,16714
2017,11,9,17943
2017,11,9,18654
2017,11,9,19511
2017,11,9,19829
2017,11,9,20262
2017,11,9,19864
2017,11,9,19859
2017,11,9,20053
2017,11,9,20142
2017,11,9,20445
2017,11,9,20806
2017,11,9,21008
2017,11,9,20512
2017,11,9,19919
2017,11,9,19542
2017,11,9,18827
2017,11,9,18054
2017,11,10,17317
2017,11,10,16382
2017,11,10,16030
2017,11,10,15645
2017,11,10,15423
2017,11,10,15811
2017,11,10,16404
2017,11,10,17824
2017,11,10,18785
2017,11,10,19417
2017,11,10,19878
2017,11,10,20032
2017,11,10,19800
2017,11,10,19748
2017,11,10,19864
2017,11,10,19974
2017,11,10,20053
2017,11,10,20471
2017,11,10,20566
2017,11,10,20027
2017,11,10,19542
2017,11,10,19258
2017,11,10,18778
2017,11,10,17621
2017,11,11,16906
2017,11,11,16265
2017,11,11,15686
2017,11,11,15412
2017,11,11,15151
2017,11,11,15253
2017,11,11,15549
2017,11,11,16141
2017,11,11,16548
2017,11,11,17762
2017,11,11,18296
2017,11,11,18738
2017,11,11,18502
2017,11,11,18457
2017,11,11,18606
2017,11,11,18572
2017,11,11,18767
2017,11,11,19640
2017,11,11,20052
2017,11,11,19654
2017,11,11,19073
2017,11,11,18680
2017,11,11,18168
2017,11,11,17305
2017,11,12,16527
2017,11,12,15663
2017,11,12,15321
2017,11,12,15132
2017,11,12,15011
2017,11,12,15138
2017,11,12,15277
2017,11,12,15486
2017,11,12,15816
2017,11,12,16763
2017,11,12,17339
2017,11,12,17785
2017,11,12,17627
2017,11,12,17777
2017,11,12,17701
2017,11,12,17596
2017,11,12,18071
2017,11,12,19054
2017,11,12,19616
2017,11,12,19284
2017,11,12,18765
2017,11,12,18452
2017,11,12,17962
2017,11,12,17080
2017,11,13,16355
2017,11,13,15560
2017,11,13,15096
2017,11,13,14895
2017,11,13,15034
2017,11,13,15408
2017,11,13,16013
2017,11,13,17472
2017,11,13,18420
2017,11,13,19407
2017,11,13,19861
2017,11,13,20044
2017,11,13,19820
2017,11,13,19602
2017,11,13,19744
2017,11,13,19756
2017,11,13,20100
2017,11,13,20666
2017,11,13,20660
2017,11,13,20290
2017,11,13,19552
2017,11,13,19294
2017,11,13,18754
2017,11,13,17537
2017,11,14,16773
2017,11,14,16035
2017,11,14,15671
2017,11,14,15435
2017,11,14,15250
2017,11,14,15586
2017,11,14,16344
2017,11,14,17523
2017,11,14,18300
2017,11,14,19081
2017,11,14,19213
2017,11,14,19537
2017,11,14,19232
2017,11,14,19110
2017,11,14,19424
2017,11,14,19521
2017,11,14,19961
2017,11,14,20608
2017,11,14,20604
2017,11,14,19969
2017,11,14,19802
2017,11,14,19308
2017,11,14,18777
2017,11,14,17753
2017,11,15,16849
2017,11,15,16124
2017,11,15,15759
2017,11,15,15461
2017,11,15,15330
2017,11,15,15650
2017,11,15,16489
2017,11,15,17848
2017,11,15,18539
2017,11,15,19367
2017,11,15,19738
2017,11,15,19710
2017,11,15,19442
2017,11,15,19329
2017,11,15,19460
2017,11,15,19427
2017,11,15,19812
2017,11,15,20699
2017,11,15,20821
2017,11,15,20484
2017,11,15,20023
2017,11,15,19768
2017,11,15,19144
2017,11,15,17938
2017,11,16,17190
2017,11,16,16329
2017,11,16,15897
2017,11,16,15824
2017,11,16,15697
2017,11,16,16066
2017,11,16,16796
2017,11,16,18323
2017,11,16,19014
2017,11,16,19770
2017,11,16,19914
2017,11,16,19817
2017,11,16,19616
2017,11,16,19531
2017,11,16,19511
2017,11,16,19598
2017,11,16,19884
2017,11,16,20785
2017,11,16,20967
2017,11,16,20382
2017,11,16,20117
2017,11,16,19662
2017,11,16,19137
2017,11,16,18113
2017,11,17,17288
2017,11,17,16304
2017,11,17,15909
2017,11,17,15658
2017,11,17,15665
2017,11,17,15923
2017,11,17,16761
2017,11,17,18315
2017,11,17,19025
2017,11,17,19709
2017,11,17,19830
2017,11,17,19895
2017,11,17,19414
2017,11,17,19353
2017,11,17,19657
2017,11,17,19739
2017,11,17,20036
2017,11,17,20729
2017,11,17,20677
2017,11,17,20276
2017,11,17,19819
2017,11,17,19306
2017,11,17,18915
2017,11,17,17750
2017,11,18,17150
2017,11,18,16244
2017,11,18,15838
2017,11,18,15434
2017,11,18,15512
2017,11,18,15737
2017,11,18,15915
2017,11,18,16447
2017,11,18,17036
2017,11,18,18151
2017,11,18,18666
2017,11,18,19224
2017,11,18,19169
2017,11,18,19011
2017,11,18,18993
2017,11,18,18998
2017,11,18,19480
2017,11,18,20330
2017,11,18,20348
2017,11,18,19969
2017,11,18,19272
2017,11,18,18838
2017,11,18,18327
2017,11,18,17614
2017,11,19,16575
2017,11,19,15909
2017,11,19,15491
2017,11,19,15362
2017,11,19,15159
2017,11,19,15351
2017,11,19,15444
2017,11,19,15939
2017,11,19,16029
2017,11,19,17180
2017,11,19,17897
2017,11,19,18234
2017,11,19,18276
2017,11,19,18280
2017,11,19,18260
2017,11,19,18227
2017,11,19,18926
2017,11,19,19674
2017,11,19,19722
2017,11,19,19586
2017,11,19,19111
2017,11,19,18871
2017,11,19,18468
2017,11,19,17231
2017,11,20,16557
2017,11,20,15936
2017,11,20,15363
2017,11,20,15045
2017,11,20,15205
2017,11,20,15540
2017,11,20,16469
2017,11,20,18108
2017,11,20,19220
2017,11,20,20078
2017,11,20,20488
2017,11,20,20791
2017,11,20,20463
2017,11,20,20328
2017,11,20,20397
2017,11,20,20319
2017,11,20,20923
2017,11,20,21497
2017,11,20,21220
2017,11,20,20737
2017,11,20,20144
2017,11,20,19880
2017,11,20,19092
2017,11,20,18061
2017,11,21,17146
2017,11,21,16397
2017,11,21,16000
2017,11,21,15828
2017,11,21,15860
2017,11,21,16186
2017,11,21,16982
2017,11,21,18412
2017,11,21,19186
2017,11,21,19999
2017,11,21,20193
2017,11,21,20404
2017,11,21,19938
2017,11,21,20137
2017,11,21,20243
2017,11,21,20372
2017,11,21,20704
2017,11,21,21287
2017,11,21,21202
2017,11,21,20792
2017,11,21,20207
2017,11,21,19913
2017,11,21,19306
2017,11,21,18301
2017,11,22,17479
2017,11,22,16678
2017,11,22,16187
2017,11,22,15980
2017,11,22,15988
2017,11,22,16390
2017,11,22,16930
2017,11,22,18418
2017,11,22,19319
2017,11,22,20261
2017,11,22,20503
2017,11,22,20803
2017,11,22,20683
2017,11,22,20530
2017,11,22,20473
2017,11,22,20545
2017,11,22,20903
2017,11,22,21544
2017,11,22,21457
2017,11,22,21044
2017,11,22,20558
2017,11,22,20320
2017,11,22,19573
2017,11,22,18506
2017,11,23,17603
2017,11,23,16983
2017,11,23,16484
2017,11,23,16343
2017,11,23,16292
2017,11,23,16552
2017,11,23,17307
2017,11,23,19023
2017,11,23,19785
2017,11,23,20522
2017,11,23,20768
2017,11,23,20646
2017,11,23,20456
2017,11,23,20437
2017,11,23,20640
2017,11,23,20683
2017,11,23,21125
2017,11,23,21745
2017,11,23,21705
2017,11,23,21230
2017,11,23,20836
2017,11,23,20484
2017,11,23,19844
2017,11,23,18823
2017,11,24,18157
2017,11,24,17189
2017,11,24,16565
2017,11,24,16473
2017,11,24,16515
2017,11,24,16874
2017,11,24,17412
2017,11,24,18969
2017,11,24,19748
2017,11,24,20689
2017,11,24,20979
2017,11,24,21194
2017,11,24,20701
2017,11,24,20516
2017,11,24,20806
2017,11,24,20868
2017,11,24,21137
2017,11,24,21894
2017,11,24,21715
2017,11,24,21246
2017,11,24,20606
2017,11,24,20434
2017,11,24,19812
2017,11,24,18901
2017,11,25,18113
2017,11,25,17372
2017,11,25,16689
2017,11,25,16298
2017,11,25,16341
2017,11,25,16529
2017,11,25,16888
2017,11,25,17359
2017,11,25,17817
2017,11,25,18987
2017,11,25,19723
2017,11,25,20045
2017,11,25,19982
2017,11,25,19931
2017,11,25,20062
2017,11,25,19982
2017,11,25,20543
2017,11,25,21116
2017,11,25,21169
2017,11,25,20764
2017,11,25,19933
2017,11,25,19735
2017,11,25,19291
2017,11,25,18242
2017,11,26,17664
2017,11,26,16754
2017,11,26,16177
2017,11,26,15930
2017,11,26,15785
2017,11,26,15953
2017,11,26,16211
2017,11,26,16386
2017,11,26,16639
2017,11,26,17836
2017,11,26,18425
2017,11,26,18881
2017,11,26,19020
2017,11,26,18836
2017,11,26,18885
2017,11,26,19136
2017,11,26,19646
2017,11,26,20427
2017,11,26,20506
2017,11,26,20266
2017,11,26,19731
2017,11,26,19447
2017,11,26,18955
2017,11,26,17966
2017,11,27,17212
2017,11,27,16677
2017,11,27,16121
2017,11,27,15957
2017,11,27,16068
2017,11,27,16214
2017,11,27,17130
2017,11,27,18588
2017,11,27,19637
2017,11,27,20903
2017,11,27,21430
2017,11,27,21814
2017,11,27,21570
2017,11,27,21554
2017,11,27,21424
2017,11,27,21602
2017,11,27,21750
2017,11,27,22129
2017,11,27,21838
2017,11,27,21435
2017,11,27,20888
2017,11,27,20542
2017,11,27,19867
2017,11,27,18663
2017,11,28,17843
2017,11,28,17098
2017,11,28,16630
2017,11,28,16595
2017,11,28,16552
2017,11,28,16835
2017,11,28,17513
2017,11,28,18987
2017,11,28,19723
2017,11,28,20802
2017,11,28,21105
2017,11,28,21217
2017,11,28,21036
2017,11,28,20838
2017,11,28,21053
2017,11,28,21088
2017,11,28,21443
2017,11,28,21966
2017,11,28,21874
2017,11,28,21328
2017,11,28,20907
2017,11,28,20517
2017,11,28,19929
2017,11,28,18814
2017,11,29,17872
2017,11,29,17020
2017,11,29,16626
2017,11,29,16339
2017,11,29,16434
2017,11,29,16790
2017,11,29,17382
2017,11,29,18735
2017,11,29,19856
2017,11,29,20900
2017,11,29,21409
2017,11,29,21708
2017,11,29,21447
2017,11,29,21413
2017,11,29,21593
2017,11,29,21787
2017,11,29,21959
2017,11,29,22273
2017,11,29,21993
2017,11,29,21573
2017,11,29,20986
2017,11,29,20614
2017,11,29,20030
2017,11,29,18686
2017,11,30,17935
2017,11,30,17066
2017,11,30,16636
2017,11,30,16400
2017,11,30,16321
2017,11,30,16631
2017,11,30,17415
2017,11,30,18835
2017,11,30,19692
2017,11,30,20747
2017,11,30,21120
2017,11,30,21265
2017,11,30,21014
2017,11,30,20867
2017,11,30,21009
2017,11,30,21011
2017,11,30,21495
2017,11,30,21747
2017,11,30,21560
2017,11,30,21116
2017,11,30,20596
2017,11,30,20413
2017,11,30,19614
2017,11,30,18559
2017,12,1,17641
2017,12,1,16630
2017,12,1,16251
2017,12,1,15861
2017,12,1,15916
2017,12,1,16203
2017,12,1,16921
2017,12,1,18397
2017,12,1,18968
2017,12,1,20188
2017,12,1,20538
2017,12,1,20601
2017,12,1,20418
2017,12,1,20256
2017,12,1,20498
2017,12,1,20500
2017,12,1,20949
2017,12,1,21190
2017,12,1,21114
2017,12,1,20657
2017,12,1,20050
2017,12,1,19915
2017,12,1,19154
2017,12,1,18242
2017,12,2,17633
2017,12,2,16684
2017,12,2,16126
2017,12,2,15922
2017,12,2,15834
2017,12,2,15993
2017,12,2,16263
2017,12,2,16661
2017,12,2,16991
2017,12,2,18277
2017,12,2,19257
2017,12,2,19817
2017,12,2,19661
2017,12,2,19642
2017,12,2,19909
2017,12,2,19812
2017,12,2,20398
2017,12,2,20902
2017,12,2,20665
2017,12,2,20389
2017,12,2,19669
2017,12,2,19365
2017,12,2,19053
2017,12,2,18089
2017,12,3,17238
2017,12,3,16372
2017,12,3,15831
2017,12,3,15636
2017,12,3,15525
2017,12,3,15625
2017,12,3,15864
2017,12,3,15891
2017,12,3,16128
2017,12,3,17645
2017,12,3,18177
2017,12,3,18714
2017,12,3,18820
2017,12,3,18804
2017,12,3,18870
2017,12,3,18894
2017,12,3,19476
2017,12,3,20316
2017,12,3,20414
2017,12,3,20110
2017,12,3,19801
2017,12,3,19449
2017,12,3,18932
2017,12,3,17953
2017,12,4,16923
2017,12,4,16244
2017,12,4,15767
2017,12,4,15361
2017,12,4,15294
2017,12,4,15776
2017,12,4,16511
2017,12,4,18065
2017,12,4,18685
2017,12,4,19870
2017,12,4,20231
2017,12,4,20413
2017,12,4,20163
2017,12,4,20146
2017,12,4,20192
2017,12,4,20182
2017,12,4,20860
2017,12,4,21209
2017,12,4,21157
2017,12,4,20494
2017,12,4,20061
2017,12,4,19873
2017,12,4,19278
2017,12,4,18019
2017,12,5,17373
2017,12,5,16249
2017,12,5,15898
2017,12,5,15736
2017,12,5,15755
2017,12,5,16017
2017,12,5,16664
2017,12,5,18326
2017,12,5,19323
2017,12,5,20200
2017,12,5,20589
2017,12,5,20858
2017,12,5,20709
2017,12,5,20509
2017,12,5,20710
2017,12,5,20721
2017,12,5,21184
2017,12,5,21531
2017,12,5,21406
2017,12,5,20970
2017,12,5,20453
2017,12,5,20173
2017,12,5,19451
2017,12,5,18531
2017,12,6,17603
2017,12,6,16764
2017,12,6,16499
2017,12,6,16267
2017,12,6,16274
2017,12,6,16474
2017,12,6,17142
2017,12,6,18679
2017,12,6,19482
2017,12,6,20471
2017,12,6,20918
2017,12,6,21012
2017,12,6,20926
2017,12,6,20842
2017,12,6,21130
2017,12,6,21131
2017,12,6,21603
2017,12,6,21754
2017,12,6,21560
2017,12,6,20953
2017,12,6,20606
2017,12,6,20382
2017,12,6,19584
2017,12,6,18503
2017,12,7,17657
2017,12,7,16861
2017,12,7,16502
2017,12,7,16072
2017,12,7,16145
2017,12,7,16349
2017,12,7,17010
2017,12,7,18534
2017,12,7,19246
2017,12,7,20348
2017,12,7,20610
2017,12,7,20814
2017,12,7,20663
2017,12,7,20558
2017,12,7,20896
2017,12,7,20803
2017,12,7,21341
2017,12,7,21496
2017,12,7,21399
2017,12,7,20712
2017,12,7,20359
2017,12,7,20129
2017,12,7,19576
2017,12,7,18460
2017,12,8,17771
2017,12,8,16756
2017,12,8,16382
2017,12,8,16185
2017,12,8,16122
2017,12,8,16539
2017,12,8,17202
2017,12,8,18570
2017,12,8,19362
2017,12,8,20176
2017,12,8,20496
2017,12,8,20561
2017,12,8,20123
2017,12,8,19877
2017,12,8,20105
2017,12,8,20087
2017,12,8,20559
2017,12,8,21292
2017,12,8,21099
2017,12,8,20573
2017,12,8,20070
2017,12,8,19808
2017,12,8,19381
2017,12,8,18403
2017,12,9,17803
2017,12,9,16786
2017,12,9,16281
2017,12,9,16050
2017,12,9,16045
2017,12,9,16133
2017,12,9,16577
2017,12,9,16932
2017,12,9,17389
2017,12,9,18612
2017,12,9,19397
2017,12,9,19826
2017,12,9,19850
2017,12,9,19599
2017,12,9,19762
2017,12,9,19714
2017,12,9,20346
2017,12,9,20775
2017,12,9,20785
2017,12,9,20282
2017,12,9,19804
2017,12,9,19359
2017,12,9,18992
2017,12,9,18104
2017,12,10,17440
2017,12,10,16580
2017,12,10,16013
2017,12,10,15653
2017,12,10,15595
2017,12,10,15782
2017,12,10,15984
2017,12,10,16204
2017,12,10,16138
2017,12,10,17420
2017,12,10,17898
2017,12,10,18609
2017,12,10,18863
2017,12,10,18819
2017,12,10,18821
2017,12,10,19004
2017,12,10,19586
2017,12,10,19858
2017,12,10,19731
2017,12,10,19625
2017,12,10,19484
2017,12,10,19270
2017,12,10,19009
2017,12,10,17999
2017,12,11,17114
2017,12,11,16315
2017,12,11,15728
2017,12,11,15623
2017,12,11,15454
2017,12,11,15964
2017,12,11,16659
2017,12,11,18486
2017,12,11,19207
2017,12,11,20301
2017,12,11,20947
2017,12,11,21062
2017,12,11,20821
2017,12,11,20797
2017,12,11,20868
2017,12,11,20873
2017,12,11,21419
2017,12,11,21720
2017,12,11,21545
2017,12,11,20975
2017,12,11,20516
2017,12,11,20260
2017,12,11,19670
2017,12,11,18513
2017,12,12,17763
2017,12,12,16770
2017,12,12,16322
2017,12,12,16117
2017,12,12,16141
2017,12,12,16393
2017,12,12,17173
2017,12,12,18608
2017,12,12,19252
2017,12,12,20201
2017,12,12,20516
2017,12,12,20588
2017,12,12,20191
2017,12,12,20360
2017,12,12,20319
2017,12,12,20361
2017,12,12,20872
2017,12,12,21428
2017,12,12,20998
2017,12,12,20746
2017,12,12,20410
2017,12,12,20083
2017,12,12,19475
2017,12,12,18462
2017,12,13,17600
2017,12,13,16784
2017,12,13,16383
2017,12,13,16023
2017,12,13,16052
2017,12,13,16288
2017,12,13,17111
2017,12,13,18712
2017,12,13,19388
2017,12,13,19967
2017,12,13,20258
2017,12,13,20790
2017,12,13,20341
2017,12,13,20308
2017,12,13,20364
2017,12,13,20491
2017,12,13,20796
2017,12,13,21431
2017,12,13,20974
2017,12,13,20734
2017,12,13,20315
2017,12,13,20080
2017,12,13,19295
2017,12,13,18452
2017,12,14,17705
2017,12,14,16630
2017,12,14,16212
2017,12,14,16092
2017,12,14,16048
2017,12,14,16295
2017,12,14,17056
2017,12,14,18411
2017,12,14,19265
2017,12,14,20353
2017,12,14,20527
2017,12,14,20862
2017,12,14,20491
2017,12,14,20544
2017,12,14,20721
2017,12,14,20793
2017,12,14,21244
2017,12,14,21476
2017,12,14,21253
2017,12,14,20855
2017,12,14,20287
2017,12,14,20074
2017,12,14,19507
2017,12,14,18557
2017,12,15,17772
2017,12,15,16737
2017,12,15,16276
2017,12,15,16128
2017,12,15,15979
2017,12,15,16237
2017,12,15,17191
2017,12,15,18454
2017,12,15,19281
2017,12,15,20106
2017,12,15,20494
2017,12,15,20740
2017,12,15,20420
2017,12,15,20350
2017,12,15,20334
2017,12,15,20544
2017,12,15,20919
2017,12,15,21131
2017,12,15,20998
2017,12,15,20567
2017,12,15,20053
2017,12,15,19589
2017,12,15,19165
2017,12,15,18266
2017,12,16,17542
2017,12,16,16634
2017,12,16,16105
2017,12,16,15876
2017,12,16,15806
2017,12,16,15964
2017,12,16,16166
2017,12,16,16683
2017,12,16,17186
2017,12,16,18364
2017,12,16,19060
2017,12,16,19483
2017,12,16,19451
2017,12,16,19380
2017,12,16,19358
2017,12,16,19337
2017,12,16,19729
2017,12,16,20553
2017,12,16,20298
2017,12,16,19926
2017,12,16,19530
2017,12,16,19111
2017,12,16,18574
2017,12,16,17808
2017,12,17,17237
2017,12,17,16379
2017,12,17,15826
2017,12,17,15448
2017,12,17,15245
2017,12,17,15479
2017,12,17,15659
2017,12,17,15795
2017,12,17,16039
2017,12,17,17093
2017,12,17,18051
2017,12,17,18528
2017,12,17,18559
2017,12,17,18555
2017,12,17,18775
2017,12,17,18860
2017,12,17,19486
2017,12,17,20235
2017,12,17,20030
2017,12,17,19787
2017,12,17,19719
2017,12,17,19219
2017,12,17,19010
2017,12,17,17859
2017,12,18,17182
2017,12,18,16451
2017,12,18,15970
2017,12,18,15794
2017,12,18,15810
2017,12,18,16001
2017,12,18,16783
2017,12,18,18427
2017,12,18,19186
2017,12,18,20431
2017,12,18,20861
2017,12,18,21223
2017,12,18,20978
2017,12,18,20896
2017,12,18,21037
2017,12,18,21135
2017,12,18,21495
2017,12,18,21730
2017,12,18,21395
2017,12,18,21187
2017,12,18,20736
2017,12,18,20366
2017,12,18,19801
2017,12,18,18887
2017,12,19,17916
2017,12,19,16888
2017,12,19,16619
2017,12,19,16262
2017,12,19,16313
2017,12,19,16646
2017,12,19,17289
2017,12,19,18672
2017,12,19,19287
2017,12,19,20019
2017,12,19,20463
2017,12,19,20629
2017,12,19,20257
2017,12,19,20382
2017,12,19,20524
2017,12,19,20543
2017,12,19,20990
2017,12,19,21324
2017,12,19,21187
2017,12,19,20693
2017,12,19,20204
2017,12,19,20146
2017,12,19,19762
2017,12,19,18920
2017,12,20,18070
2017,12,20,17193
2017,12,20,16800
2017,12,20,16672
2017,12,20,16567
2017,12,20,16927
2017,12,20,17596
2017,12,20,19182
2017,12,20,19959
2017,12,20,21267
2017,12,20,21838
2017,12,20,21762
2017,12,20,21418
2017,12,20,21240
2017,12,20,21578
2017,12,20,21577
2017,12,20,21834
2017,12,20,22373
2017,12,20,22362
2017,12,20,21716
2017,12,20,21308
2017,12,20,20986
2017,12,20,20293
2017,12,20,19340
2017,12,21,18360
2017,12,21,17530
2017,12,21,17009
2017,12,21,16662
2017,12,21,16929
2017,12,21,16951
2017,12,21,17532
2017,12,21,18754
2017,12,21,20030
2017,12,21,21045
2017,12,21,21477
2017,12,21,21719
2017,12,21,21302
2017,12,21,21202
2017,12,21,21264
2017,12,21,21301
2017,12,21,21683
2017,12,21,22230
2017,12,21,22011
2017,12,21,21431
2017,12,21,21219
2017,12,21,20960
2017,12,21,20358
2017,12,21,19346
2017,12,22,18480
2017,12,22,17444
2017,12,22,16986
2017,12,22,16839
2017,12,22,16679
2017,12,22,16984
2017,12,22,17802
2017,12,22,19234
2017,12,22,20077
2017,12,22,20924
2017,12,22,21184
2017,12,22,21345
2017,12,22,21116
2017,12,22,21168
2017,12,22,21122
2017,12,22,21225
2017,12,22,21489
2017,12,22,21836
2017,12,22,21661
2017,12,22,21109
2017,12,22,20578
2017,12,22,20171
2017,12,22,19668
2017,12,22,18692
2017,12,23,18186
2017,12,23,17207
2017,12,23,16871
2017,12,23,16542
2017,12,23,16271
2017,12,23,16488
2017,12,23,16612
2017,12,23,17521
2017,12,23,17586
2017,12,23,18983
2017,12,23,19788
2017,12,23,20172
2017,12,23,20041
2017,12,23,20071
2017,12,23,20228
2017,12,23,20071
2017,12,23,20556
2017,12,23,21207
2017,12,23,21076
2017,12,23,20663
2017,12,23,20272
2017,12,23,19843
2017,12,23,19449
2017,12,23,18630
2017,12,24,17962
2017,12,24,17275
2017,12,24,16552
2017,12,24,16351
2017,12,24,16168
2017,12,24,16231
2017,12,24,16519
2017,12,24,16722
2017,12,24,16846
2017,12,24,17870
2017,12,24,18778
2017,12,24,19190
2017,12,24,19268
2017,12,24,19170
2017,12,24,19052
2017,12,24,19106
2017,12,24,19567
2017,12,24,20010
2017,12,24,20047
2017,12,24,19704
2017,12,24,19108
2017,12,24,19071
2017,12,24,18686
2017,12,24,17903
2017,12,25,17449
2017,12,25,16653
2017,12,25,16055
2017,12,25,15787
2017,12,25,15668
2017,12,25,15648
2017,12,25,15944
2017,12,25,16402
2017,12,25,17044
2017,12,25,18302
2017,12,25,19258
2017,12,25,19751
2017,12,25,19716
2017,12,25,19576
2017,12,25,19578
2017,12,25,19484
2017,12,25,19847
2017,12,25,20299
2017,12,25,20311
2017,12,25,20019
2017,12,25,19589
2017,12,25,19293
2017,12,25,18891
2017,12,25,17977
2017,12,26,17402
2017,12,26,16491
2017,12,26,16116
2017,12,26,15736
2017,12,26,15706
2017,12,26,15980
2017,12,26,16769
2017,12,26,18199
2017,12,26,19209
2017,12,26,20165
2017,12,26,20468
2017,12,26,20348
2017,12,26,19913
2017,12,26,19832
2017,12,26,19943
2017,12,26,19866
2017,12,26,20169
2017,12,26,20981
2017,12,26,20864
2017,12,26,20449
2017,12,26,20058
2017,12,26,19805
2017,12,26,19302
2017,12,26,18254
2017,12,27,17454
2017,12,27,16594
2017,12,27,16104
2017,12,27,15805
2017,12,27,15754
2017,12,27,16054
2017,12,27,16723
2017,12,27,18023
2017,12,27,18863
2017,12,27,19814
2017,12,27,20170
2017,12,27,20290
2017,12,27,20027
2017,12,27,19937
2017,12,27,19995
2017,12,27,19798
2017,12,27,20297
2017,12,27,20702
2017,12,27,20646
2017,12,27,20318
2017,12,27,19911
2017,12,27,19851
2017,12,27,19298
2017,12,27,18179
2017,12,28,17391
2017,12,28,16408
2017,12,28,15981
2017,12,28,15578
2017,12,28,15632
2017,12,28,15881
2017,12,28,16457
2017,12,28,17850
2017,12,28,18564
2017,12,28,19790
2017,12,28,20139
2017,12,28,20090
2017,12,28,19825
2017,12,28,19559
2017,12,28,19761
2017,12,28,19769
2017,12,28,20307
2017,12,28,20556
2017,12,28,20521
2017,12,28,20139
2017,12,28,19708
2017,12,28,19284
2017,12,28,18928
2017,12,28,18045
2017,12,29,17185
2017,12,29,16221
2017,12,29,15653
2017,12,29,15498
2017,12,29,15302
2017,12,29,15542
2017,12,29,16196
2017,12,29,17415
2017,12,29,18172
2017,12,29,19061
2017,12,29,19357
2017,12,29,19689
2017,12,29,19397
2017,12,29,19377
2017,12,29,19144
2017,12,29,19258
2017,12,29,19541
2017,12,29,20202
2017,12,29,20067
2017,12,29,19723
2017,12,29,19262
2017,12,29,19032
2017,12,29,18502
2017,12,29,17631
2017,12,30,16879
2017,12,30,16088
2017,12,30,15564
2017,12,30,15255
2017,12,30,15037
2017,12,30,15320
2017,12,30,15496
2017,12,30,15948
2017,12,30,16311
2017,12,30,17620
2017,12,30,18295
2017,12,30,18675
2017,12,30,18683
2017,12,30,18574
2017,12,30,18734
2017,12,30,18810
2017,12,30,19295
2017,12,30,20094
2017,12,30,20201
2017,12,30,19880
2017,12,30,19437
2017,12,30,19182
2017,12,30,18786
2017,12,30,17813
2017,12,31,17098
2017,12,31,16095
2017,12,31,15385
2017,12,31,15015
2017,12,31,14915
2017,12,31,14961
2017,12,31,15151
2017,12,31,15385
2017,12,31,15863
2017,12,31,17017
2017,12,31,17885
2017,12,31,18501
2017,12,31,18608
2017,12,31,18688
2017,12,31,18662
2017,12,31,18836
2017,12,31,19435
2017,12,31,20156
2017,12,31,20327
2017,12,31,19917
2017,12,31,19498
2017,12,31,19070
2017,12,31,18603
2017,12,31,17843
2018,1,1,16946
2018,1,1,16546
2018,1,1,15748
2018,1,1,15087
2018,1,1,14648
2018,1,1,14522
2018,1,1,14307
2018,1,1,14147
2018,1,1,13756
2018,1,1,14489
2018,1,1,15081
2018,1,1,15719
2018,1,1,16048
2018,1,1,15874
2018,1,1,15913
2018,1,1,16043
2018,1,1,16575
2018,1,1,17307
2018,1,1,17555
2018,1,1,17340
2018,1,1,17140
2018,1,1,17065
2018,1,1,16853
2018,1,1,16218
2018,1,2,15640
2018,1,2,14966
2018,1,2,14453
2018,1,2,14324
2018,1,2,14184
2018,1,2,14327
2018,1,2,14833
2018,1,2,15609
2018,1,2,16160
2018,1,2,17451
2018,1,2,18431
2018,1,2,19020
2018,1,2,19094
2018,1,2,19057
2018,1,2,19005
2018,1,2,19011
2018,1,2,19357
2018,1,2,19407
